job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,,salary_range
AI05463,ML Ops Engineer,103869,USD,MI,FL,Australia,L,Australia,100,"Git, SQL, Python, GCP",Master,3,Transportation,21/4/2025,4/6/2025,2113,9.2,Algorithmic Solutions,,90Ð120k
AI05483,Deep Learning Engineer,106701,USD,SE,FT,Australia,S,Australia,0,"Python, Git, SQL, Deep Learning, TensorFlow",PhD,9,Healthcare,26/10/2024,18/12/2024,1834,6.3,Autonomous Tech,,90Ð120k
AI05549,Principal Data Scientist,89200,USD,MI,CT,Australia,S,Australia,0,"Kubernetes, NLP, SQL, PyTorch, Linux",PhD,2,Transportation,4/9/2024,12/10/2024,1799,7.7,Machine Intelligence Group,,60Ð90k
AI05593,Autonomous Systems Engineer,67598,USD,MI,FL,Australia,S,Australia,100,"Kubernetes, Spark, Statistics",Master,3,Transportation,23/10/2024,16/12/2024,2317,7.8,Autonomous Tech,,60Ð90k
AI05611,Data Engineer,73109,USD,EN,PT,Australia,M,Netherlands,100,"Azure, Python, Kubernetes",Associate,1,Education,12/3/2025,7/4/2025,1404,8.3,Cloud AI Solutions,,60Ð90k
AI05618,Data Engineer,97773,USD,MI,CT,Australia,S,Australia,50,"NLP, Statistics, Python, Hadoop",Associate,3,Consulting,15/3/2025,30/3/2025,1883,8.2,DataVision Ltd,,90Ð120k
AI05621,Data Scientist,118502,USD,SE,PT,Australia,M,Australia,50,"SQL, Mathematics, GCP, Deep Learning",Bachelor,5,Telecommunications,13/2/2025,6/4/2025,533,6.5,Predictive Systems,,90Ð120k
AI05641,AI Consultant,61033,USD,EN,FL,Australia,S,Ireland,50,"Tableau, R, Hadoop",Master,1,Media,10/12/2024,12/2/2025,1747,8.1,Cloud AI Solutions,,60Ð90k
AI05666,AI Research Scientist,84015,USD,MI,PT,Australia,M,Australia,100,"Git, Statistics, Docker",Master,4,Technology,10/12/2024,15/1/2025,2425,5.2,Cloud AI Solutions,,60Ð90k
AI05692,Data Scientist,126307,USD,MI,PT,Australia,L,Israel,100,"NLP, SQL, Data Visualization, R",Associate,3,Manufacturing,16/5/2024,21/6/2024,1506,8.9,TechCorp Inc,,120Ð160k
AI05715,Machine Learning Engineer,66015,USD,EN,FT,Australia,S,India,100,"NLP, AWS, Spark, GCP, Statistics",Associate,0,Retail,28/3/2024,10/5/2024,1547,6.4,Machine Intelligence Group,,60Ð90k
AI05731,Data Scientist,238769,USD,EX,FL,Australia,M,Australia,100,"Kubernetes, Deep Learning, TensorFlow",Bachelor,13,Government,4/10/2024,19/11/2024,1847,8.3,DeepTech Ventures,,200Ð250k
AI05742,AI Software Engineer,115623,USD,MI,FT,Australia,L,Australia,50,"Azure, AWS, Linux, NLP",Master,3,Education,29/6/2024,30/8/2024,1558,9.2,Quantum Computing Inc,,90Ð120k
AI05750,Computer Vision Engineer,78962,USD,MI,FL,Australia,S,Australia,0,"Tableau, NLP, Scala, SQL, Java",Master,2,Real Estate,17/9/2024,23/11/2024,1875,6.2,Future Systems,,60Ð90k
AI05775,AI Consultant,208517,USD,EX,CT,Australia,M,Australia,0,"PyTorch, MLOps, Computer Vision, Statistics, NLP",PhD,17,Government,20/7/2024,8/9/2024,2342,5.9,Machine Intelligence Group,,200Ð250k
AI05808,Research Scientist,87710,USD,MI,PT,Australia,L,Israel,50,"Mathematics, MLOps, Computer Vision, PyTorch, Scala",Master,2,Government,24/3/2024,27/4/2024,627,7.2,DataVision Ltd,,60Ð90k
AI05816,Principal Data Scientist,51975,USD,EN,FL,Australia,M,Australia,100,"AWS, Azure, SQL, Spark",Bachelor,1,Energy,20/2/2025,14/3/2025,2477,5.1,Quantum Computing Inc,,30Ð60k
AI05839,AI Research Scientist,120099,USD,SE,PT,Australia,M,Australia,50,"Kubernetes, MLOps, Spark, Scala, Hadoop",PhD,7,Telecommunications,15/6/2024,5/7/2024,1736,8.8,Future Systems,,120Ð160k
AI05843,Deep Learning Engineer,57312,USD,EN,FL,Australia,S,Australia,100,"SQL, Python, Git, AWS, Linux",Bachelor,0,Retail,9/10/2024,8/12/2024,713,5.3,Quantum Computing Inc,,30Ð60k
AI05864,AI Specialist,205134,USD,EX,FT,Australia,L,India,0,"NLP, AWS, Deep Learning, Spark, TensorFlow",Associate,13,Retail,26/6/2024,18/7/2024,830,9.1,DataVision Ltd,,200Ð250k
AI05883,Autonomous Systems Engineer,78724,USD,MI,FL,Australia,M,Australia,0,"SQL, Mathematics, TensorFlow, Deep Learning, Spark",Bachelor,2,Telecommunications,30/12/2024,7/3/2025,1058,7,AI Innovations,,60Ð90k
AI05892,Data Analyst,200530,USD,EX,FT,Australia,M,Australia,50,"Python, Azure, MLOps, Tableau",Master,19,Consulting,11/12/2024,10/1/2025,2307,6.8,Advanced Robotics,,200Ð250k
AI05907,AI Research Scientist,119939,USD,SE,FL,Australia,S,Australia,0,"Scala, Data Visualization, Kubernetes, Git",PhD,9,Healthcare,4/1/2025,11/3/2025,2473,6.1,DeepTech Ventures,,90Ð120k
AI05910,AI Consultant,76333,USD,EN,FL,Australia,M,Australia,0,"R, Hadoop, Java, Statistics, Azure",Associate,0,Real Estate,24/1/2024,14/3/2024,1438,9.5,Neural Networks Co,,60Ð90k
AI05912,Data Engineer,156494,USD,EX,FT,Australia,S,Australia,0,"Java, Hadoop, Mathematics, Linux, Statistics",Master,13,Automotive,26/3/2024,11/5/2024,1274,5.1,Machine Intelligence Group,,120Ð160k
AI05953,AI Research Scientist,146170,USD,SE,FL,Australia,L,Australia,0,"AWS, Python, Tableau",PhD,6,Retail,27/2/2024,7/4/2024,1103,9.2,Predictive Systems,,120Ð160k
AI05961,AI Architect,110981,USD,SE,FT,Australia,M,Australia,100,"Azure, Spark, MLOps, Hadoop, Data Visualization",Associate,8,Government,23/4/2024,4/6/2024,1518,7.2,Cloud AI Solutions,,90Ð120k
AI05994,Machine Learning Researcher,102231,USD,SE,FL,Australia,S,Australia,50,"Data Visualization, MLOps, Java, Python, Statistics",Bachelor,9,Education,1/1/2025,4/2/2025,862,7,Cloud AI Solutions,,90Ð120k
AI06020,AI Product Manager,85179,USD,MI,FT,Australia,M,Australia,0,"Data Visualization, Python, Hadoop, TensorFlow",Master,4,Media,6/12/2024,30/12/2024,1699,5.2,Smart Analytics,,60Ð90k
AI06021,Data Analyst,199374,USD,EX,PT,Australia,M,India,50,"Kubernetes, Linux, Data Visualization, Scala, SQL",Master,15,Gaming,19/10/2024,24/11/2024,997,5.9,Algorithmic Solutions,,160Ð200k
AI06032,NLP Engineer,276154,USD,EX,PT,Australia,L,Australia,0,"Git, Linux, Data Visualization, TensorFlow, Scala",PhD,12,Manufacturing,24/5/2024,3/8/2024,898,5.3,DataVision Ltd,,250Ð300k
AI06039,Computer Vision Engineer,249444,USD,EX,FL,Australia,L,Australia,50,"Scala, Docker, NLP",Bachelor,19,Energy,7/5/2024,17/7/2024,2144,8.6,TechCorp Inc,,200Ð250k
AI06043,Computer Vision Engineer,90670,USD,MI,CT,Australia,S,Australia,50,"Data Visualization, PyTorch, Tableau, Statistics, Java",Associate,4,Energy,27/2/2024,29/3/2024,2331,8.8,DeepTech Ventures,,90Ð120k
AI06046,ML Ops Engineer,69408,USD,EN,CT,Australia,L,Australia,50,"GCP, Java, Computer Vision, Scala, TensorFlow",Bachelor,0,Technology,14/12/2024,28/12/2024,1382,9.3,Digital Transformation LLC,,60Ð90k
AI06101,Research Scientist,77542,USD,EN,FT,Australia,M,Australia,0,"Git, NLP, Deep Learning",Master,1,Real Estate,13/6/2024,4/7/2024,808,10,Predictive Systems,,60Ð90k
AI06106,AI Architect,65352,USD,EN,FT,Australia,S,Australia,0,"Scala, Java, Data Visualization",Bachelor,0,Consulting,19/4/2024,31/5/2024,2494,7.7,DataVision Ltd,,60Ð90k
AI06124,Data Scientist,60955,USD,EN,PT,Australia,S,France,0,"SQL, Data Visualization, Azure, Linux, Kubernetes",PhD,1,Energy,12/6/2024,20/7/2024,2259,6.3,Algorithmic Solutions,,60Ð90k
AI06172,ML Ops Engineer,58138,USD,EN,PT,Australia,S,Sweden,100,"Git, Linux, Spark, Python, Computer Vision",PhD,0,Media,4/2/2024,15/3/2024,1212,8.5,DeepTech Ventures,,30Ð60k
AI06178,Robotics Engineer,66201,USD,EN,CT,Australia,M,Australia,100,"Git, Computer Vision, R",Master,1,Telecommunications,31/1/2024,6/3/2024,1380,7.8,Cognitive Computing,,60Ð90k
AI06182,Data Analyst,96865,USD,SE,FL,Australia,S,Australia,100,"AWS, TensorFlow, Java, Hadoop",Bachelor,6,Real Estate,1/3/2024,12/4/2024,1486,7.2,Predictive Systems,,90Ð120k
AI06183,Machine Learning Engineer,128091,USD,SE,FT,Australia,L,Australia,0,"Scala, MLOps, Java",Associate,5,Education,29/1/2024,14/2/2024,951,9.2,Cognitive Computing,,120Ð160k
AI06186,Research Scientist,102177,USD,MI,CT,Australia,L,Australia,0,"Scala, SQL, Git",Bachelor,4,Retail,19/6/2024,9/8/2024,2162,9.1,Future Systems,,90Ð120k
AI06237,Principal Data Scientist,88041,USD,MI,CT,Australia,M,Australia,100,"Statistics, Hadoop, Python",Associate,2,Finance,23/11/2024,28/12/2024,1986,8.9,Autonomous Tech,,60Ð90k
AI06249,NLP Engineer,65713,USD,EN,CT,Australia,L,Australia,0,"Linux, PyTorch, Java",PhD,1,Healthcare,9/12/2024,24/1/2025,1656,8.2,DeepTech Ventures,,60Ð90k
AI06256,AI Research Scientist,64177,USD,EN,PT,Australia,L,Australia,50,"Azure, Hadoop, NLP, Tableau",PhD,1,Energy,13/11/2024,9/1/2025,1353,8.6,Predictive Systems,,60Ð90k
AI06273,Head of AI,76981,USD,EN,CT,Australia,M,Finland,100,"PyTorch, Tableau, TensorFlow",Associate,1,Technology,28/9/2024,18/11/2024,1221,8.9,Digital Transformation LLC,,60Ð90k
AI06293,Autonomous Systems Engineer,160415,USD,EX,CT,Australia,M,Australia,50,"AWS, Git, Kubernetes, Deep Learning",Bachelor,14,Automotive,2/12/2024,25/1/2025,2347,9.7,Quantum Computing Inc,,160Ð200k
AI06300,Machine Learning Researcher,148650,USD,SE,FL,Australia,L,Australia,0,"Java, Git, PyTorch",PhD,5,Technology,23/4/2024,19/6/2024,1143,9.7,Autonomous Tech,,120Ð160k
AI06304,Data Scientist,137045,USD,EX,FL,Australia,S,France,0,"Kubernetes, SQL, Deep Learning, Computer Vision",Bachelor,15,Transportation,4/1/2024,18/2/2024,683,9.2,Cloud AI Solutions,,120Ð160k
AI06312,Autonomous Systems Engineer,204393,USD,EX,FT,Australia,S,Australia,0,"Azure, Linux, Computer Vision, Git, PyTorch",Bachelor,14,Energy,4/4/2024,24/4/2024,1555,9.4,DeepTech Ventures,,200Ð250k
AI06348,Machine Learning Researcher,69492,USD,EN,FT,Australia,S,Australia,100,"Hadoop, GCP, Linux",Associate,0,Real Estate,8/4/2025,8/5/2025,911,8.9,Smart Analytics,,60Ð90k
AI06351,Data Analyst,65245,USD,EN,CT,Australia,L,Australia,50,"MLOps, Kubernetes, Azure, Computer Vision",Associate,0,Media,15/9/2024,18/10/2024,860,5.5,Smart Analytics,,60Ð90k
AI06367,AI Architect,101107,USD,MI,FT,Australia,M,Australia,100,"SQL, Linux, Kubernetes",Associate,3,Education,15/2/2025,21/4/2025,2004,5.1,Neural Networks Co,,90Ð120k
AI06386,Computer Vision Engineer,240582,USD,EX,PT,Australia,M,Australia,0,"MLOps, Python, TensorFlow",Associate,19,Technology,3/3/2025,1/4/2025,1213,6.5,Digital Transformation LLC,,200Ð250k
AI06395,AI Research Scientist,115976,USD,SE,FT,Australia,S,Australia,100,"GCP, MLOps, Linux, Java, SQL",Associate,7,Healthcare,24/2/2024,1/5/2024,1463,8.5,Digital Transformation LLC,,90Ð120k
AI06422,Research Scientist,117988,USD,SE,PT,Australia,S,Australia,100,"R, Spark, Statistics, Hadoop, NLP",Master,7,Real Estate,28/11/2024,1/1/2025,2192,8,TechCorp Inc,,90Ð120k
AI06424,Head of AI,135648,USD,SE,FT,Australia,M,India,100,"Linux, Data Visualization, AWS",Master,6,Retail,10/4/2024,16/5/2024,2334,8.8,TechCorp Inc,,120Ð160k
AI06445,Data Engineer,139216,USD,SE,FL,Australia,M,Australia,0,"Deep Learning, Statistics, MLOps, TensorFlow",Bachelor,6,Automotive,1/3/2025,6/4/2025,837,7.5,TechCorp Inc,,120Ð160k
AI06455,Data Engineer,170767,USD,EX,CT,Australia,M,Australia,100,"Python, Computer Vision, MLOps, Statistics, TensorFlow",Associate,14,Telecommunications,16/3/2024,3/4/2024,2006,8.1,Neural Networks Co,,160Ð200k
AI06487,Research Scientist,129384,USD,SE,FL,Australia,L,Switzerland,0,"GCP, SQL, NLP, R, Python",Bachelor,6,Automotive,28/12/2024,7/2/2025,1392,6,Quantum Computing Inc,,120Ð160k
AI06499,Machine Learning Engineer,77841,USD,MI,CT,Australia,M,Ireland,0,"Deep Learning, Azure, Statistics",Bachelor,4,Real Estate,26/11/2024,17/1/2025,659,6.4,Future Systems,,60Ð90k
AI06510,Deep Learning Engineer,54482,USD,EN,PT,Australia,S,Australia,50,"Python, TensorFlow, PyTorch, Deep Learning, SQL",Master,1,Telecommunications,5/11/2024,1/1/2025,2409,5.6,Machine Intelligence Group,,30Ð60k
AI06511,Machine Learning Researcher,118538,USD,SE,FL,Australia,M,Austria,50,"R, SQL, Scala, Deep Learning, Hadoop",PhD,8,Consulting,16/3/2025,14/5/2025,2061,5.2,DataVision Ltd,,90Ð120k
AI06555,ML Ops Engineer,55067,USD,EN,PT,Australia,S,Germany,100,"Docker, Git, Linux, SQL, Python",Bachelor,0,Automotive,18/7/2024,9/8/2024,1523,9.9,Neural Networks Co,,30Ð60k
AI06600,Computer Vision Engineer,220552,USD,EX,CT,Australia,M,Australia,50,"Hadoop, AWS, Azure, Python",Master,14,Media,26/4/2025,10/6/2025,2021,9.9,DeepTech Ventures,,200Ð250k
AI06630,AI Software Engineer,230069,USD,EX,CT,Australia,M,Australia,50,"Tableau, Azure, AWS, Computer Vision",PhD,18,Telecommunications,20/10/2024,8/12/2024,2347,9.8,Advanced Robotics,,200Ð250k
AI06640,Data Scientist,187069,USD,EX,FT,Australia,M,Australia,100,"Python, TensorFlow, SQL",Master,19,Retail,18/11/2024,23/12/2024,836,6.5,Future Systems,,160Ð200k
AI06642,Machine Learning Engineer,135754,USD,EX,PT,Australia,S,Netherlands,0,"Python, SQL, Tableau, TensorFlow",Master,16,Gaming,29/1/2025,1/4/2025,1291,5.3,Machine Intelligence Group,,120Ð160k
AI06653,AI Consultant,146048,USD,EX,FT,Australia,S,Australia,100,"GCP, Git, Python",Bachelor,10,Transportation,4/8/2024,18/8/2024,1437,9.8,Predictive Systems,,120Ð160k
AI06663,Computer Vision Engineer,124710,USD,SE,PT,Australia,S,Australia,50,"Spark, Linux, Azure",PhD,8,Consulting,23/8/2024,26/10/2024,1147,8.3,Cloud AI Solutions,,120Ð160k
AI06666,Principal Data Scientist,70247,USD,MI,CT,Australia,S,Japan,0,"Mathematics, R, Computer Vision, Linux",Bachelor,3,Telecommunications,1/2/2025,25/3/2025,2283,8.4,DeepTech Ventures,,60Ð90k
AI06680,AI Consultant,98009,USD,MI,PT,Australia,M,Austria,50,"Python, Tableau, Java",Master,4,Energy,12/9/2024,2/10/2024,2431,8.6,Machine Intelligence Group,,90Ð120k
AI06704,AI Specialist,274952,USD,EX,PT,Australia,L,Australia,50,"Tableau, Scala, AWS",Master,18,Gaming,3/3/2025,27/3/2025,512,5.3,Advanced Robotics,,250Ð300k
AI06716,Machine Learning Engineer,87131,USD,MI,PT,Australia,M,Australia,0,"Azure, R, Mathematics",Master,2,Finance,17/1/2025,26/3/2025,1296,7.3,Autonomous Tech,,60Ð90k
AI06753,AI Consultant,74333,USD,EN,FT,Australia,L,Australia,100,"Docker, AWS, Python, Hadoop",Master,1,Real Estate,25/1/2025,10/3/2025,1803,9.6,DataVision Ltd,,60Ð90k
AI06798,Machine Learning Researcher,81131,USD,MI,PT,Australia,S,Australia,0,"Scala, Java, SQL",Master,3,Gaming,12/2/2024,16/4/2024,2012,5.3,Cloud AI Solutions,,60Ð90k
AI06820,NLP Engineer,228761,USD,EX,FL,Australia,L,Australia,50,"SQL, Data Visualization, Computer Vision",Master,11,Government,18/11/2024,25/12/2024,1523,8.6,Future Systems,,200Ð250k
AI06842,AI Software Engineer,66443,USD,EN,PT,Australia,S,Australia,100,"TensorFlow, AWS, Hadoop",Associate,1,Finance,28/1/2024,21/3/2024,1214,6.1,Smart Analytics,,60Ð90k
AI06874,Data Engineer,233158,USD,EX,FT,Australia,L,Australia,100,"GCP, SQL, MLOps, Docker",Associate,10,Transportation,25/4/2024,16/6/2024,2124,7.4,Smart Analytics,,200Ð250k
AI06881,Data Scientist,72272,USD,MI,CT,Australia,S,Austria,50,"Mathematics, MLOps, Deep Learning",Associate,2,Energy,23/9/2024,23/10/2024,1275,7.5,Future Systems,,60Ð90k
AI06886,NLP Engineer,85261,USD,EN,CT,Australia,L,Australia,50,"NLP, Kubernetes, Data Visualization",Master,0,Technology,11/7/2024,30/8/2024,1409,8.7,DeepTech Ventures,,60Ð90k
AI06887,Research Scientist,103737,USD,MI,FT,Australia,M,Australia,0,"PyTorch, Git, Python, Kubernetes",Master,2,Finance,2/12/2024,5/2/2025,1098,6.8,TechCorp Inc,,90Ð120k
AI06889,Autonomous Systems Engineer,105572,USD,SE,FL,Australia,M,Australia,50,"Python, TensorFlow, MLOps",Master,6,Real Estate,19/5/2024,4/7/2024,1511,6.2,AI Innovations,,90Ð120k
AI06890,Head of AI,98182,USD,MI,FT,Australia,S,Australia,100,"Python, Scala, Tableau",Associate,2,Finance,3/4/2024,20/5/2024,2440,6.7,Quantum Computing Inc,,90Ð120k
AI06895,NLP Engineer,126342,USD,SE,PT,Australia,L,Australia,0,"SQL, Python, MLOps, TensorFlow",Bachelor,7,Healthcare,9/4/2025,28/4/2025,589,5.1,Autonomous Tech,,120Ð160k
AI06901,Machine Learning Engineer,95822,USD,MI,FL,Australia,M,Norway,0,"Python, Scala, Data Visualization, TensorFlow",PhD,4,Retail,3/3/2025,24/4/2025,522,6.9,Machine Intelligence Group,,90Ð120k
AI06922,ML Ops Engineer,47244,USD,EN,FT,Australia,S,Australia,100,"Scala, Spark, Data Visualization",Master,0,Media,29/9/2024,22/11/2024,1269,7.8,Machine Intelligence Group,,30Ð60k
AI06930,AI Consultant,107230,USD,SE,CT,Australia,S,Australia,50,"Computer Vision, SQL, Tableau",Associate,9,Real Estate,11/12/2024,30/1/2025,1226,5.6,Autonomous Tech,,90Ð120k
AI06931,Robotics Engineer,200260,USD,EX,PT,Australia,L,Australia,0,"PyTorch, NLP, Docker",Master,10,Retail,31/3/2025,29/4/2025,724,6.3,Neural Networks Co,,200Ð250k
AI06955,Head of AI,71615,USD,EN,PT,Australia,M,Switzerland,100,"Hadoop, Git, NLP, GCP",Master,0,Real Estate,2/12/2024,5/1/2025,2153,8.3,Autonomous Tech,,60Ð90k
AI06961,AI Software Engineer,108680,USD,MI,FL,Australia,M,Australia,0,"Spark, Computer Vision, PyTorch",Master,4,Energy,23/10/2024,26/12/2024,627,7.7,Cloud AI Solutions,,90Ð120k
AI06980,Data Analyst,84655,USD,MI,FL,Australia,L,Israel,0,"Java, Git, R, Computer Vision, SQL",Bachelor,4,Consulting,24/3/2024,12/5/2024,800,5.1,Neural Networks Co,,60Ð90k
AI06984,AI Consultant,80591,USD,MI,PT,Australia,M,Australia,50,"Tableau, Python, Computer Vision, Java, Scala",Associate,3,Healthcare,4/5/2024,3/6/2024,1771,6.7,Cognitive Computing,,60Ð90k
AI07022,AI Research Scientist,292604,USD,EX,FL,Australia,L,Australia,50,"Kubernetes, Scala, Java, Docker, Azure",Associate,14,Media,5/4/2025,10/6/2025,632,6.9,Machine Intelligence Group,,250Ð300k
AI07030,Robotics Engineer,243039,USD,EX,PT,Australia,L,Israel,100,"Java, Python, NLP",Bachelor,15,Healthcare,30/3/2024,3/6/2024,2343,6.5,Cloud AI Solutions,,200Ð250k
AI07035,AI Consultant,108388,USD,SE,FL,Australia,M,Australia,0,"Docker, Azure, Python",Master,9,Energy,15/2/2024,16/3/2024,1203,8.2,Algorithmic Solutions,,90Ð120k
AI07091,Head of AI,146613,USD,SE,PT,Australia,M,Australia,50,"SQL, R, NLP",Master,6,Retail,27/5/2024,31/7/2024,2098,8,Smart Analytics,,120Ð160k
AI07097,Data Engineer,156656,USD,SE,FL,Australia,L,Australia,0,"Java, Scala, Python",Bachelor,8,Government,3/4/2024,3/5/2024,1986,5.3,AI Innovations,,120Ð160k
AI07108,AI Consultant,206449,USD,EX,FL,Australia,S,Israel,100,"SQL, Spark, Git",Bachelor,18,Transportation,9/1/2025,30/1/2025,2472,6.1,Cognitive Computing,,200Ð250k
AI07129,NLP Engineer,106527,USD,SE,PT,Australia,S,Australia,0,"TensorFlow, R, Statistics, Azure, Kubernetes",Associate,7,Media,28/2/2025,29/4/2025,2375,9.2,Cognitive Computing,,90Ð120k
AI07131,Machine Learning Engineer,198923,USD,EX,PT,Australia,M,Australia,0,"TensorFlow, Mathematics, Tableau",Associate,11,Retail,24/1/2025,21/3/2025,843,9.2,Autonomous Tech,,160Ð200k
AI07137,Head of AI,69973,USD,EN,FL,Australia,M,Australia,0,"TensorFlow, Python, Tableau, Git, Mathematics",Associate,0,Media,24/11/2024,9/12/2024,1523,8.3,Future Systems,,60Ð90k
AI07149,Autonomous Systems Engineer,87646,USD,MI,FT,Australia,M,Sweden,50,"Python, TensorFlow, NLP, Hadoop, Git",Associate,3,Automotive,4/1/2024,15/2/2024,648,6.6,Algorithmic Solutions,,60Ð90k
AI07168,Data Scientist,134902,USD,SE,FL,Australia,L,China,100,"Git, Data Visualization, AWS, Python, Deep Learning",Master,5,Education,14/3/2025,27/4/2025,1132,8.6,DeepTech Ventures,,120Ð160k
AI07172,Robotics Engineer,151986,USD,SE,PT,Australia,L,South Korea,0,"SQL, Statistics, Computer Vision, MLOps",Bachelor,5,Retail,17/4/2024,26/6/2024,2487,6.4,DataVision Ltd,,120Ð160k
AI07189,AI Software Engineer,127656,USD,SE,FL,Australia,M,Australia,100,"Java, Python, Mathematics",Master,6,Transportation,12/6/2024,16/7/2024,1927,7.7,Cognitive Computing,,120Ð160k
AI07199,Computer Vision Engineer,98882,USD,MI,CT,Australia,L,Israel,100,"GCP, R, Hadoop, Kubernetes",Bachelor,2,Retail,30/4/2025,25/5/2025,1323,8.9,AI Innovations,,90Ð120k
AI07209,Data Analyst,120715,USD,SE,CT,Australia,L,Switzerland,0,"Kubernetes, PyTorch, Computer Vision",PhD,9,Real Estate,29/6/2024,10/9/2024,1038,9.8,Neural Networks Co,,120Ð160k
AI07250,Principal Data Scientist,217078,USD,EX,FT,Australia,M,Australia,100,"Kubernetes, Hadoop, GCP, Deep Learning",Master,13,Healthcare,4/2/2025,8/3/2025,1018,5.1,Cognitive Computing,,200Ð250k
AI07272,Machine Learning Researcher,62377,USD,EN,PT,Australia,L,Australia,0,"Computer Vision, Hadoop, R, SQL",Associate,1,Retail,18/9/2024,2/11/2024,601,7.9,Cloud AI Solutions,,60Ð90k
AI07329,Machine Learning Engineer,183381,USD,EX,FL,Australia,M,Australia,50,"GCP, Azure, Hadoop, Scala",Bachelor,11,Real Estate,14/4/2024,21/6/2024,2173,5.6,AI Innovations,,160Ð200k
AI07348,AI Architect,140931,USD,SE,FT,Australia,M,Australia,100,"PyTorch, Java, Deep Learning",Bachelor,7,Gaming,23/7/2024,18/9/2024,2245,9.9,Smart Analytics,,120Ð160k
AI07397,AI Specialist,80739,USD,EN,FL,Australia,M,Australia,0,"R, Hadoop, Java, Statistics",Bachelor,0,Healthcare,19/9/2024,4/11/2024,677,9.8,Neural Networks Co,,60Ð90k
AI07399,AI Software Engineer,126301,USD,SE,FL,Australia,M,Australia,0,"Docker, SQL, Azure, Java, Scala",Bachelor,5,Media,5/6/2024,5/7/2024,1000,7.5,Advanced Robotics,,120Ð160k
AI07420,Machine Learning Engineer,132424,USD,EX,CT,Australia,S,Australia,50,"Python, SQL, Java, Tableau",Master,16,Retail,29/4/2025,16/6/2025,1776,9.6,DeepTech Ventures,,120Ð160k
AI07438,Principal Data Scientist,129840,USD,SE,PT,Australia,M,Australia,100,"AWS, R, Azure, GCP",Master,7,Technology,8/3/2025,30/4/2025,1687,6.8,Algorithmic Solutions,,120Ð160k
AI07448,AI Research Scientist,55162,USD,EN,CT,Australia,M,Germany,100,"PyTorch, Docker, Computer Vision, Statistics",Master,0,Real Estate,13/2/2025,6/3/2025,526,5.5,Cloud AI Solutions,,30Ð60k
AI07465,Principal Data Scientist,185958,USD,EX,PT,Australia,L,United States,100,"Kubernetes, R, Spark, SQL, Java",PhD,13,Consulting,7/4/2024,23/4/2024,1935,5.8,Cognitive Computing,,160Ð200k
AI07473,Research Scientist,123598,USD,SE,CT,Australia,M,Netherlands,100,"Tableau, Docker, Python, Computer Vision",Master,8,Healthcare,8/11/2024,18/1/2025,1958,6,Autonomous Tech,,120Ð160k
AI07477,AI Specialist,220546,USD,EX,CT,Australia,S,Netherlands,50,"Statistics, Computer Vision, Scala",Associate,14,Transportation,10/4/2025,5/6/2025,2070,5.7,Predictive Systems,,200Ð250k
AI07483,Autonomous Systems Engineer,163314,USD,SE,PT,Australia,L,Netherlands,0,"Mathematics, Hadoop, Deep Learning",PhD,7,Healthcare,12/2/2025,25/3/2025,1966,8.7,Digital Transformation LLC,,160Ð200k
AI07522,NLP Engineer,205409,USD,EX,FT,Australia,S,Japan,50,"Kubernetes, TensorFlow, Docker, Statistics",Master,15,Government,1/7/2024,27/8/2024,1928,9.5,Algorithmic Solutions,,200Ð250k
AI07556,Machine Learning Researcher,175539,USD,EX,FL,Australia,S,Australia,0,"R, MLOps, Kubernetes, Docker",PhD,10,Retail,13/9/2024,29/10/2024,943,7.3,TechCorp Inc,,160Ð200k
AI07571,AI Architect,289480,USD,EX,CT,Australia,L,Australia,100,"R, SQL, Hadoop",PhD,10,Transportation,1/1/2024,20/2/2024,1219,5.5,DeepTech Ventures,,250Ð300k
AI07580,Computer Vision Engineer,182818,USD,EX,FL,Australia,L,Israel,50,"Python, MLOps, Spark",Bachelor,12,Manufacturing,30/1/2025,1/3/2025,1648,9.1,Future Systems,,160Ð200k
AI07633,AI Software Engineer,91349,USD,MI,CT,Australia,L,Switzerland,0,"Git, Python, NLP, Kubernetes, Computer Vision",PhD,4,Real Estate,23/8/2024,17/10/2024,1854,5.8,Smart Analytics,,90Ð120k
AI07647,AI Consultant,147684,USD,EX,CT,Australia,S,Australia,100,"AWS, Python, GCP",Master,18,Automotive,21/2/2024,9/3/2024,844,9.3,DeepTech Ventures,,120Ð160k
AI07649,AI Research Scientist,122933,USD,SE,FT,Australia,L,Australia,50,"Python, TensorFlow, PyTorch, AWS, Tableau",Associate,8,Telecommunications,8/10/2024,20/12/2024,1898,5.4,Smart Analytics,,120Ð160k
AI07659,Deep Learning Engineer,124969,USD,EX,PT,Australia,S,Australia,100,"MLOps, Docker, Git, R",PhD,10,Telecommunications,13/6/2024,24/8/2024,1736,8.1,Cognitive Computing,,120Ð160k
AI07663,Machine Learning Researcher,56018,USD,EN,PT,Australia,M,Australia,0,"Docker, Computer Vision, Deep Learning, Python",Associate,1,Technology,5/7/2024,21/8/2024,2114,6.1,TechCorp Inc,,30Ð60k
AI07666,AI Software Engineer,256742,USD,EX,PT,Australia,L,Australia,100,"R, Hadoop, Computer Vision, Git, Deep Learning",Master,16,Media,13/7/2024,4/8/2024,1212,9.5,Neural Networks Co,,250Ð300k
