industry,ai_tool,adoption_rate,daily_active_users,year
Transportation,Bard,94.46,9821,2024
Retail,Stable Diffusion,42.38,3291,2023
Transportation,Midjourney,46.95,8668,2023
Agriculture,Midjourney,91.68,5432,2023
Manufacturing,ChatGPT,27.88,6739,2024
Agriculture,ChatGPT,78.76,3754,2024
Retail,Stable Diffusion,97.74,937,2023
Technology,ChatGPT,44.27,2667,2024
Transportation,Stable Diffusion,16.42,1699,2023
Transportation,ChatGPT,30.65,2951,2023
Finance,Midjourney,22.03,7654,2023
Technology,Bard,94.99,6390,2023
Technology,Midjourney,36.12,5560,2024
Manufacturing,ChatGPT,68.18,2083,2024
Education,Stable Diffusion,7.01,6259,2024
Technology,Midjourney,21.88,2927,2024
Transportation,Midjourney,43.19,6812,2024
Finance,ChatGPT,82.89,9840,2023
Education,Midjourney,80.48,9375,2024
Agriculture,Bard,58.92,687,2024
Technology,Midjourney,33.3,4007,2024
Education,ChatGPT,42.06,818,2024
Transportation,Claude,0.4,5284,2023
Healthcare,Stable Diffusion,90.64,2372,2024
Finance,Midjourney,43.04,8053,2023
Technology,ChatGPT,1.03,4313,2023
Transportation,ChatGPT,55.76,3618,2024
Manufacturing,ChatGPT,30.95,178,2024
Education,ChatGPT,47.32,8144,2024
Transportation,ChatGPT,28.33,7771,2024
Healthcare,Midjourney,4.62,5834,2024
Transportation,Midjourney,61.81,5097,2023
Retail,Midjourney,85.43,2078,2023
Education,Stable Diffusion,8.77,3912,2024
Transportation,Bard,3.71,627,2023
Retail,ChatGPT,83.86,2674,2024
Agriculture,ChatGPT,37.88,1082,2024
Healthcare,Midjourney,70.01,1296,2024
Transportation,Midjourney,94.4,6454,2023
Retail,Bard,91.55,1245,2024
Manufacturing,ChatGPT,12.7,1745,2024
Technology,Stable Diffusion,44.23,896,2023
Finance,Midjourney,33.44,7635,2023
Technology,Stable Diffusion,12.15,5970,2023
Education,ChatGPT,14.12,3739,2023
Agriculture,Bard,66.42,7988,2024
Transportation,ChatGPT,71,9329,2023
Retail,Claude,77.77,5888,2024
Retail,ChatGPT,27.71,3338,2024
Agriculture,ChatGPT,26.72,7251,2024
Transportation,ChatGPT,99.97,4577,2023
Education,Bard,12.71,8182,2024
Retail,Midjourney,85.63,2679,2023
Education,Midjourney,3.42,8566,2024
Healthcare,Bard,19.7,187,2023
Agriculture,ChatGPT,94.87,2965,2023
Healthcare,Bard,19.83,4099,2024
Manufacturing,ChatGPT,93.72,8376,2023
Manufacturing,Claude,41.56,7184,2024
Transportation,Bard,76.4,9846,2024
Healthcare,Stable Diffusion,29.03,812,2024
Education,ChatGPT,73.4,5234,2023
Manufacturing,ChatGPT,11.4,5978,2024
Education,ChatGPT,23.94,8878,2024
Manufacturing,ChatGPT,19.61,4664,2024
Manufacturing,Bard,30.35,6955,2024
Agriculture,ChatGPT,78.05,650,2024
Retail,Bard,91.59,844,2024
Finance,ChatGPT,48.92,4966,2023
Education,Stable Diffusion,64.38,4843,2023
Agriculture,Midjourney,81.03,3480,2024
Retail,ChatGPT,47.54,1067,2024
Technology,ChatGPT,44.69,7931,2024
Education,Midjourney,33.79,5889,2024
Agriculture,ChatGPT,18.24,5361,2024
Transportation,Midjourney,79.57,8246,2024
Agriculture,Claude,69.86,7890,2024
Retail,Claude,2.46,2766,2023
Retail,ChatGPT,83.28,9818,2024
Education,Stable Diffusion,3.12,9137,2024
Manufacturing,ChatGPT,10.39,2268,2024
Technology,Midjourney,96.24,3396,2024
Finance,Midjourney,57.06,6296,2024
Retail,Midjourney,54.21,6183,2024
Agriculture,Midjourney,7.15,6348,2024
Manufacturing,Claude,83.64,9862,2024
Manufacturing,Bard,48.13,354,2024
Technology,Stable Diffusion,76.61,6249,2024
Finance,Stable Diffusion,53.39,5426,2024
Finance,Stable Diffusion,30.79,9133,2024
Manufacturing,ChatGPT,33.01,9321,2024
Technology,Midjourney,69.73,846,2024
Transportation,Stable Diffusion,78.24,1974,2024
Manufacturing,ChatGPT,7.7,9081,2024
Manufacturing,ChatGPT,8.89,6320,2024
Agriculture,ChatGPT,2.46,852,2023
Manufacturing,ChatGPT,40.96,7621,2023
Transportation,Midjourney,98.04,7345,2023
Agriculture,ChatGPT,55.64,686,2023
Transportation,Claude,50.99,3730,2024
Technology,Stable Diffusion,87.83,7566,2024
Education,Stable Diffusion,81.23,3915,2024
Retail,ChatGPT,4.6,5692,2024
Retail,Midjourney,20.1,6995,2024
Transportation,Bard,13.54,9724,2023
Manufacturing,Midjourney,83.05,5051,2024
Retail,Bard,7.97,7858,2024
Education,ChatGPT,34.06,6018,2023
Transportation,Stable Diffusion,23.29,8813,2023
Manufacturing,Stable Diffusion,98.1,3567,2023
Healthcare,Stable Diffusion,99.09,9256,2024
Education,Midjourney,99.73,1993,2023
Agriculture,Stable Diffusion,32.19,1433,2024
Retail,Stable Diffusion,4.64,7755,2023
Retail,Bard,95.54,9469,2024
Manufacturing,Claude,51.71,7008,2024
Transportation,ChatGPT,38.46,8149,2024
Retail,ChatGPT,65.67,7533,2023
Manufacturing,Midjourney,8.23,8489,2024
Technology,Midjourney,89.23,468,2024
Retail,Midjourney,57.59,4909,2024
Education,Midjourney,58.25,9674,2024
Finance,ChatGPT,41.29,2826,2024
Finance,Stable Diffusion,1.14,5844,2024
Transportation,ChatGPT,87.23,1310,2023
Manufacturing,Bard,39.54,2035,2024
Agriculture,Stable Diffusion,81.67,6271,2023
Education,ChatGPT,88.73,4212,2024
Finance,ChatGPT,12.32,836,2024
Healthcare,Stable Diffusion,8.52,1550,2024
Education,Stable Diffusion,63.27,9705,2024
Healthcare,Midjourney,52.97,352,2024
Manufacturing,ChatGPT,35.35,1572,2024
Healthcare,ChatGPT,47.84,1396,2023
Technology,ChatGPT,88.83,5053,2024
Agriculture,Midjourney,65.53,4359,2023
Agriculture,ChatGPT,12.59,4352,2024
Manufacturing,Midjourney,10.93,4111,2024
Finance,Midjourney,37.9,8568,2024
Finance,Claude,31.42,1239,2024
Transportation,Stable Diffusion,95.02,7200,2024
Manufacturing,ChatGPT,91.2,1767,2024
Manufacturing,Midjourney,38.82,947,2023
Agriculture,ChatGPT,67.78,6069,2024
Technology,Midjourney,57.55,2805,2023
Manufacturing,ChatGPT,27.75,8236,2024
Education,ChatGPT,0.13,7126,2024
Technology,Bard,46.03,9191,2023
Retail,Stable Diffusion,91.16,7450,2024
Technology,ChatGPT,4.97,9024,2024
Technology,ChatGPT,20.83,9149,2024
Manufacturing,Stable Diffusion,25.64,4819,2024
Finance,Midjourney,76.44,2034,2024
Manufacturing,ChatGPT,79.44,1654,2024
Manufacturing,ChatGPT,6.37,7869,2024
Transportation,Bard,51.45,7949,2024
Healthcare,ChatGPT,21.06,4817,2024
Technology,ChatGPT,47.03,407,2024
Healthcare,ChatGPT,77.03,5314,2024
Transportation,Stable Diffusion,48.64,1699,2024
Finance,Stable Diffusion,61.89,8526,2023
Healthcare,ChatGPT,92.01,1186,2024
Agriculture,ChatGPT,84.2,6902,2023
Agriculture,ChatGPT,95.59,8558,2024
Retail,Stable Diffusion,9.21,4762,2023
Technology,Stable Diffusion,13.87,7666,2024
Manufacturing,ChatGPT,31.04,5445,2024
Education,ChatGPT,52.84,5645,2023
Education,Midjourney,73.98,3259,2023
Retail,Midjourney,86.39,5911,2024
Healthcare,ChatGPT,36.67,103,2023
Healthcare,ChatGPT,99.29,5555,2024
Education,ChatGPT,2.44,2497,2023
Education,Midjourney,19.27,3173,2023
Healthcare,ChatGPT,46.39,6944,2023
Finance,Stable Diffusion,1.39,9961,2023
Manufacturing,Midjourney,82.66,1506,2024
Retail,Midjourney,22.67,4464,2023
Manufacturing,ChatGPT,66.91,5141,2023
Retail,ChatGPT,88.79,8566,2024
Healthcare,ChatGPT,2.6,2808,2024
Agriculture,Bard,34.61,231,2023
Education,ChatGPT,97.23,2470,2024
Transportation,Midjourney,55.75,1133,2024
Retail,Midjourney,69.02,1625,2024
Finance,Stable Diffusion,45.68,628,2024
Healthcare,ChatGPT,64.33,9534,2024
Healthcare,Midjourney,81.75,6599,2024
Transportation,Stable Diffusion,32.31,5553,2023
Finance,Stable Diffusion,71.82,8122,2024
Healthcare,ChatGPT,2.48,9663,2024
Finance,Stable Diffusion,54.66,2717,2024
Finance,Midjourney,13.8,2165,2024
Technology,ChatGPT,98.67,7332,2024
Education,Bard,75.31,6555,2024
Retail,ChatGPT,67.48,4304,2023
Manufacturing,Claude,2.78,3165,2024
Education,ChatGPT,58.18,4305,2024
Technology,Stable Diffusion,77.17,229,2023
Manufacturing,ChatGPT,74.31,9485,2023
Healthcare,Bard,68.62,2639,2023
Agriculture,Midjourney,94.75,3197,2024
Transportation,ChatGPT,87.52,7367,2024
Technology,Bard,71.59,7222,2024
Technology,Midjourney,77.09,6113,2024
Technology,Midjourney,6.34,6659,2024
Agriculture,Midjourney,53.54,4880,2023
Technology,ChatGPT,0.06,3309,2023
Finance,Midjourney,59.01,7345,2024
Transportation,Midjourney,46.37,1462,2023
Retail,Bard,97.37,9817,2024
Agriculture,Stable Diffusion,8.25,4402,2024
Healthcare,Stable Diffusion,0.28,3111,2024
Technology,ChatGPT,12.15,784,2024
Agriculture,Midjourney,84.97,5626,2024
Education,ChatGPT,40.17,9296,2024
Finance,Claude,21.74,337,2024
Healthcare,ChatGPT,61.35,1484,2024
Agriculture,Midjourney,62.56,8508,2024
Retail,ChatGPT,76.85,8051,2023
Education,ChatGPT,15.78,5860,2023
Finance,ChatGPT,74.82,6825,2024
Healthcare,Midjourney,68.65,330,2024
Transportation,ChatGPT,70.53,1345,2024
Technology,Stable Diffusion,1.27,6851,2023
Transportation,Midjourney,13.94,8477,2024
Finance,ChatGPT,56.9,4669,2023
Finance,ChatGPT,33.05,1590,2024
Education,ChatGPT,9.24,2434,2023
Manufacturing,Midjourney,75.15,4444,2024
Education,Bard,35.74,6295,2024
Technology,ChatGPT,38.47,6845,2024
Finance,Bard,36.46,1891,2023
Manufacturing,ChatGPT,43.44,7411,2024
Healthcare,ChatGPT,0.85,5266,2023
Technology,Stable Diffusion,8.74,6029,2024
Transportation,Midjourney,3.93,3606,2023
Retail,ChatGPT,12.51,5198,2024
Finance,ChatGPT,0.16,7808,2024
Retail,ChatGPT,5.36,6416,2024
Manufacturing,Midjourney,42.51,4248,2024
Finance,ChatGPT,91.98,2504,2024
Agriculture,Midjourney,53.03,7532,2024
Transportation,Stable Diffusion,2.96,5996,2024
Retail,ChatGPT,39.56,6949,2024
Retail,Stable Diffusion,26.2,7941,2024
Transportation,Stable Diffusion,4.54,3028,2024
Transportation,Midjourney,89.69,266,2023
Healthcare,ChatGPT,34.63,6885,2024
Finance,ChatGPT,63.28,6702,2023
Agriculture,ChatGPT,15.62,7682,2024
Manufacturing,ChatGPT,86.83,556,2023
Manufacturing,Stable Diffusion,17.35,8867,2024
Agriculture,Claude,13.04,7620,2024
Technology,ChatGPT,97.12,9940,2024
Transportation,Midjourney,46.92,7833,2023
Retail,Midjourney,14.24,6160,2023
Manufacturing,Midjourney,49.31,3016,2024
Healthcare,Stable Diffusion,85.09,1067,2024
Manufacturing,ChatGPT,37.15,5561,2024
Manufacturing,Midjourney,98.11,4209,2023
Education,Midjourney,9.66,5253,2024
Transportation,ChatGPT,40.36,5626,2024
Education,ChatGPT,10.16,1952,2023
Finance,Stable Diffusion,89.67,5441,2024
Agriculture,ChatGPT,55.32,3267,2024
Transportation,ChatGPT,45.64,8592,2024
Retail,Midjourney,68.41,7682,2024
Manufacturing,Midjourney,7.58,9170,2023
Retail,Claude,78.83,7567,2024
Technology,ChatGPT,6.5,2046,2024
Agriculture,ChatGPT,12.89,2572,2023
Retail,ChatGPT,94.01,4397,2023
Education,Stable Diffusion,14.8,1749,2023
Retail,ChatGPT,98.93,1344,2024
Healthcare,Midjourney,60.31,1377,2024
Transportation,Midjourney,58.72,998,2023
Technology,Midjourney,82.75,9606,2024
Retail,ChatGPT,46,9917,2024
Finance,ChatGPT,23.88,1327,2024
Finance,Midjourney,64.08,8767,2024
Retail,Midjourney,70.3,4197,2024
Retail,ChatGPT,46.62,8831,2024
Healthcare,Bard,11.56,9794,2023
Retail,Midjourney,87.32,3688,2024
Retail,Stable Diffusion,71.53,7958,2024
Manufacturing,ChatGPT,90.2,8562,2024
Manufacturing,ChatGPT,14.07,2992,2024
Finance,Bard,24.16,4227,2023
Education,Midjourney,44.83,8836,2024
Manufacturing,Bard,58.14,7968,2024
Healthcare,ChatGPT,65.56,8599,2024
Education,ChatGPT,60.05,7145,2024
Education,Bard,92.21,739,2024
Manufacturing,ChatGPT,46.27,5647,2023
Healthcare,ChatGPT,37.03,924,2024
Technology,ChatGPT,24.7,1359,2024
Transportation,Stable Diffusion,56.22,8505,2023
Retail,Stable Diffusion,7.51,7980,2023
Transportation,Midjourney,44.86,9813,2024
Finance,Midjourney,19.96,1959,2024
Education,ChatGPT,88.98,5075,2024
Manufacturing,Stable Diffusion,59.27,8140,2023
Transportation,ChatGPT,33.24,5648,2024
Transportation,Midjourney,37.07,1282,2024
Healthcare,Midjourney,15.85,3119,2024
Technology,Midjourney,70.44,1070,2024
Transportation,ChatGPT,98.37,8681,2023
Technology,Bard,11.53,9389,2024
Manufacturing,Midjourney,47.78,6276,2024
Healthcare,ChatGPT,16.54,7684,2023
Healthcare,Bard,97.27,7230,2023
Healthcare,Stable Diffusion,84.39,2465,2024
Technology,ChatGPT,34.68,7744,2023
Agriculture,ChatGPT,91.02,7866,2024
Healthcare,Stable Diffusion,99.59,348,2024
Retail,Midjourney,20.96,4787,2023
Manufacturing,Bard,50.25,4679,2024
Manufacturing,Claude,13.16,6893,2023
Finance,ChatGPT,66.4,5436,2023
Agriculture,Midjourney,11.86,9989,2024
Agriculture,Bard,32.73,6643,2024
Transportation,Midjourney,65.61,8726,2024
Finance,Midjourney,58.16,6138,2024
Healthcare,Midjourney,6.57,4608,2024
Finance,Stable Diffusion,55.3,701,2024
Retail,ChatGPT,43.2,9652,2023
Education,Midjourney,54.67,5217,2024
Education,Stable Diffusion,94.11,7218,2024
Healthcare,ChatGPT,26.27,107,2024
Education,ChatGPT,18.81,7756,2024
Agriculture,ChatGPT,55.4,2484,2024
Technology,Midjourney,19.23,3047,2024
Finance,ChatGPT,66.28,2195,2024
Healthcare,Midjourney,45.09,5747,2023
Healthcare,Midjourney,45.13,1314,2024
Finance,Midjourney,28.39,9829,2024
Education,Stable Diffusion,6.66,9566,2024
Agriculture,Stable Diffusion,5.2,333,2024
Transportation,Stable Diffusion,83.28,6439,2024
Manufacturing,ChatGPT,46.45,4571,2023
Transportation,ChatGPT,86.36,3161,2024
Healthcare,Bard,69.46,9280,2023
Agriculture,Midjourney,99.98,9821,2023
Education,ChatGPT,33.36,4411,2023
Technology,ChatGPT,89.08,553,2023
Transportation,Claude,27.65,6861,2024
Retail,Stable Diffusion,58.33,3193,2024
Finance,ChatGPT,25.19,6848,2024
Retail,ChatGPT,2.32,2725,2023
Healthcare,ChatGPT,90.76,8221,2024
Technology,ChatGPT,93.53,3645,2023
Technology,Midjourney,17.31,2559,2023
Transportation,ChatGPT,51.55,9478,2024
Retail,Stable Diffusion,52.56,9111,2023
Retail,Bard,76.58,696,2023
Education,Bard,6.87,230,2023
Manufacturing,ChatGPT,10.61,8316,2023
Manufacturing,Stable Diffusion,64.44,5255,2024
Agriculture,Claude,30.18,3571,2024
Finance,Midjourney,68.27,4279,2024
Finance,ChatGPT,73.2,2333,2023
Transportation,ChatGPT,23.43,8098,2024
Retail,Midjourney,52.71,4795,2023
Manufacturing,Bard,98.29,3775,2023
Healthcare,ChatGPT,79.85,9860,2024
Transportation,Midjourney,75.59,8379,2024
Manufacturing,Stable Diffusion,22.53,9019,2023
Finance,Midjourney,35.11,6430,2024
Technology,Stable Diffusion,49.05,2852,2024
Finance,Midjourney,37.24,3554,2023
Education,Stable Diffusion,36.41,6248,2024
Healthcare,Stable Diffusion,79.91,1621,2023
Manufacturing,Stable Diffusion,13.95,7285,2023
Transportation,Midjourney,29.42,3337,2023
Manufacturing,ChatGPT,55.88,7364,2024
Retail,Midjourney,20.73,8616,2024
Transportation,ChatGPT,28.67,6450,2023
Technology,Stable Diffusion,48.29,2088,2024
Manufacturing,ChatGPT,85.93,5286,2024
Technology,Bard,61.82,4370,2023
Education,Bard,6.8,3439,2024
Technology,Midjourney,22.4,3936,2024
Finance,Claude,38.8,1073,2023
Healthcare,ChatGPT,13.31,2918,2023
Retail,ChatGPT,59.91,7747,2023
Retail,Midjourney,51.58,3531,2024
Education,Midjourney,48.54,1143,2024
Transportation,Bard,85.9,5299,2023
Finance,Midjourney,56.98,2023,2023
Manufacturing,ChatGPT,31.24,7442,2023
Healthcare,ChatGPT,60.38,8407,2024
Technology,Midjourney,0.84,4968,2023
Transportation,Midjourney,14.57,528,2024
Transportation,Bard,3.04,3198,2023
Retail,ChatGPT,1.99,726,2024
Agriculture,Midjourney,50.43,8460,2024
Healthcare,Midjourney,72.81,6506,2024
Retail,ChatGPT,92.37,4394,2024
Education,Stable Diffusion,56.2,4882,2023
Healthcare,Midjourney,96.39,7174,2023
Technology,ChatGPT,81.7,7869,2024
Technology,Midjourney,55.01,5866,2024
Finance,Claude,53.4,7434,2024
Healthcare,ChatGPT,58.33,5280,2023
Finance,Midjourney,41.41,2471,2024
Retail,Bard,1.17,8236,2023
Technology,ChatGPT,38.71,4538,2024
Education,Claude,79.37,5834,2023
Transportation,Stable Diffusion,82.87,3874,2024
Healthcare,ChatGPT,87.42,6033,2024
Healthcare,Stable Diffusion,77.19,3951,2024
Retail,ChatGPT,14.42,9552,2023
Transportation,ChatGPT,62.07,1932,2024
Education,Stable Diffusion,85.63,1986,2024
Agriculture,ChatGPT,44.24,4896,2024
Healthcare,Bard,53.14,1340,2024
Retail,Midjourney,76,1414,2023
Healthcare,Midjourney,52.09,1430,2024
Healthcare,Midjourney,36.58,503,2024
Retail,ChatGPT,72.17,8677,2024
Manufacturing,Stable Diffusion,68.67,2847,2024
Education,Bard,44.2,7793,2024
Technology,Bard,1.98,1517,2023
Education,Stable Diffusion,64.77,139,2024
Agriculture,Midjourney,75.78,8337,2023
Retail,Stable Diffusion,19.64,1921,2024
Finance,ChatGPT,6.42,8337,2023
Transportation,ChatGPT,39.5,5349,2023
Technology,ChatGPT,45.9,2192,2024
Education,Stable Diffusion,78.98,2770,2023
Education,Midjourney,63.06,2717,2023
Technology,ChatGPT,73.86,1924,2023
Technology,Bard,14.23,7709,2023
Retail,Claude,83.39,8203,2024
Retail,Stable Diffusion,40.34,3309,2024
Retail,Stable Diffusion,73,5463,2024
Agriculture,Midjourney,82.07,1057,2023
Education,Bard,30.92,6994,2023
Transportation,Midjourney,64.56,6312,2023
Healthcare,ChatGPT,54.06,5018,2024
Manufacturing,ChatGPT,8.75,9533,2024
Retail,Bard,24.68,9606,2024
Retail,Claude,57.55,7885,2024
Healthcare,Stable Diffusion,74.11,9774,2023
Agriculture,Bard,77.71,4564,2023
Healthcare,Claude,47.91,6097,2024
Education,Stable Diffusion,56.32,6757,2023
Agriculture,Bard,67.36,3424,2024
Healthcare,Midjourney,25.79,8134,2024
Agriculture,ChatGPT,90.7,8144,2024
Agriculture,ChatGPT,43.92,1195,2023
Agriculture,ChatGPT,1.21,5434,2023
Healthcare,Bard,5.14,7909,2024
Healthcare,Stable Diffusion,52.38,9057,2024
Education,ChatGPT,87.55,3687,2024
Agriculture,ChatGPT,34.21,7107,2024
Healthcare,Midjourney,37.9,6231,2023
Healthcare,ChatGPT,54.64,7875,2024
Agriculture,ChatGPT,0.46,5267,2024
Education,ChatGPT,53.23,3603,2024
Education,Bard,11.2,4589,2024
Healthcare,ChatGPT,86.96,3842,2024
Manufacturing,Stable Diffusion,64.16,3036,2024
Education,ChatGPT,55.82,9920,2024
Agriculture,Midjourney,84.05,9654,2024
Transportation,Bard,65.86,5853,2024
Transportation,ChatGPT,25.64,4446,2023
Finance,ChatGPT,26.37,2981,2024
Transportation,Midjourney,27.06,1868,2024
Retail,Bard,83.03,305,2024
Manufacturing,Claude,15.94,1255,2023
Education,ChatGPT,74.48,5714,2024
Healthcare,ChatGPT,17.31,9091,2024
Technology,ChatGPT,29.25,1464,2023
Agriculture,Midjourney,38.48,742,2024
Retail,ChatGPT,96.92,7360,2024
Healthcare,Midjourney,73.32,4555,2024
Manufacturing,Midjourney,0.8,5479,2023
Retail,ChatGPT,56.86,6393,2024
Agriculture,ChatGPT,76.62,6251,2024
Manufacturing,Stable Diffusion,53.69,9020,2024
Manufacturing,Stable Diffusion,69.05,1385,2024
Transportation,ChatGPT,68.13,6386,2023
Transportation,Stable Diffusion,84.9,496,2024
Manufacturing,Midjourney,10.47,6361,2024
Agriculture,Midjourney,64.22,2373,2024
Manufacturing,Midjourney,45.88,9493,2024
Technology,Claude,18.36,6377,2024
Finance,ChatGPT,81.39,4087,2023
Education,Stable Diffusion,11.55,7388,2024
Manufacturing,Stable Diffusion,26.83,6476,2023
Retail,ChatGPT,14.51,4351,2024
Agriculture,Claude,3.58,3453,2024
Finance,Midjourney,62.62,6309,2024
Retail,Stable Diffusion,23.83,8345,2024
Healthcare,ChatGPT,51.66,2249,2024
Transportation,Midjourney,20.28,2913,2024
Manufacturing,Midjourney,87.21,6484,2023
Agriculture,Midjourney,85.57,6433,2024
Agriculture,Midjourney,74.31,8561,2024
Manufacturing,Stable Diffusion,58.4,4932,2024
Agriculture,ChatGPT,62.5,321,2023
Retail,Stable Diffusion,80.49,1650,2023
Technology,Midjourney,91.06,4055,2024
Transportation,ChatGPT,72.35,5157,2024
Finance,Stable Diffusion,0.28,8610,2024
Technology,ChatGPT,25.74,2194,2024
Agriculture,Midjourney,45.93,4841,2024
Transportation,Midjourney,81.25,3603,2024
Finance,Stable Diffusion,20.39,6411,2024
Finance,Midjourney,64.67,8174,2024
Agriculture,Midjourney,51.03,4883,2023
Manufacturing,ChatGPT,74.8,2823,2024
Transportation,ChatGPT,17.26,9819,2024
Transportation,Midjourney,63.61,6272,2024
Retail,Midjourney,76.13,4174,2024
Agriculture,Claude,45.71,8747,2024
Healthcare,ChatGPT,12.89,8453,2024
Transportation,Bard,70.43,5816,2024
Technology,ChatGPT,32.43,8824,2024
Retail,ChatGPT,87.6,3951,2023
Agriculture,Midjourney,45.3,3724,2024
Manufacturing,Midjourney,43.76,3483,2024
Agriculture,Stable Diffusion,43.91,5443,2024
Transportation,ChatGPT,25.84,7097,2023
Education,ChatGPT,20.38,6166,2024
Healthcare,Claude,72.82,7824,2024
Agriculture,ChatGPT,8.42,5839,2024
Technology,Bard,71.12,5879,2024
Agriculture,Bard,5.8,7491,2024
Retail,Stable Diffusion,96.97,4186,2023
Education,ChatGPT,50,4525,2024
Agriculture,Bard,98.17,8813,2024
Healthcare,ChatGPT,90.12,2329,2024
Manufacturing,ChatGPT,85.7,844,2023
Technology,ChatGPT,1.72,2556,2023
Manufacturing,Bard,96.46,7255,2024
Technology,Midjourney,31.35,9212,2024
Transportation,Midjourney,80.8,7180,2023
Manufacturing,ChatGPT,28.75,3539,2024
Retail,ChatGPT,23.49,6441,2024
Education,Bard,37.49,5624,2024
Healthcare,ChatGPT,11.91,3899,2024
Transportation,Claude,35.87,8226,2024
Agriculture,Midjourney,18.43,7975,2024
Finance,Claude,11.26,3069,2023
Healthcare,Midjourney,25.09,935,2024
Finance,Midjourney,95.01,8373,2024
Agriculture,ChatGPT,37.72,4046,2024
Finance,Bard,63.85,7021,2024
Retail,ChatGPT,35.09,2658,2023
Technology,Midjourney,6.35,3324,2024
Finance,Midjourney,22.18,3667,2023
Healthcare,ChatGPT,2.99,3251,2024
Education,Claude,99.61,1981,2024
Finance,ChatGPT,26.62,1672,2024
Healthcare,ChatGPT,76.78,7412,2024
Healthcare,ChatGPT,89.5,4542,2024
Education,Claude,80.57,4552,2023
Finance,Bard,64.98,4518,2024
Education,Bard,63.26,640,2024
Education,Midjourney,58.73,3922,2023
Technology,ChatGPT,14.76,9206,2024
Healthcare,Midjourney,65.21,7363,2024
Education,ChatGPT,41.46,7523,2024
Retail,ChatGPT,45.74,3511,2023
Manufacturing,ChatGPT,64.46,2376,2024
Finance,ChatGPT,28.44,6678,2024
Retail,ChatGPT,32.43,7118,2023
Healthcare,Midjourney,85.1,9846,2023
Agriculture,Stable Diffusion,70.76,3666,2024
Manufacturing,Midjourney,86.97,9022,2023
Education,ChatGPT,37.29,9847,2023
Manufacturing,ChatGPT,54.24,3418,2023
Transportation,ChatGPT,69.57,4911,2024
Manufacturing,Midjourney,21.2,8229,2024
Healthcare,ChatGPT,97.06,4839,2024
Technology,Stable Diffusion,1.67,5455,2024
Retail,Midjourney,90.31,6690,2023
Education,Bard,66.35,4090,2023
Finance,Bard,66.72,1177,2024
Manufacturing,ChatGPT,58.73,7794,2023
Technology,Midjourney,78.17,4095,2024
Technology,Stable Diffusion,83.17,9426,2024
Finance,ChatGPT,99.12,8096,2024
Agriculture,Stable Diffusion,28.9,7723,2024
Education,ChatGPT,4.66,3027,2024
Finance,Bard,20.44,782,2023
Transportation,Midjourney,69.68,985,2024
Healthcare,ChatGPT,96.12,2430,2024
Retail,Midjourney,56.2,9739,2024
Technology,Stable Diffusion,84.6,2247,2024
Agriculture,Midjourney,97.2,3312,2023
Education,ChatGPT,66.03,3928,2023
Finance,Midjourney,47.79,805,2023
Transportation,ChatGPT,49.56,4395,2024
Retail,ChatGPT,53.43,1197,2024
Healthcare,Midjourney,53.54,1313,2024
Healthcare,Bard,54.85,3048,2023
Education,Midjourney,49.4,6480,2024
Education,Stable Diffusion,6.25,4983,2024
Finance,Stable Diffusion,92.95,5079,2024
Retail,Midjourney,68.89,3055,2024
Manufacturing,ChatGPT,97.15,2015,2024
Transportation,Midjourney,31.91,9185,2024
Technology,Midjourney,73.37,4159,2024
Education,Midjourney,68.6,8940,2024
Healthcare,Midjourney,60.54,1682,2023
Healthcare,Midjourney,62.95,3252,2023
Manufacturing,ChatGPT,30.9,571,2023
Finance,Midjourney,69.94,8192,2024
Retail,Midjourney,85.78,9470,2024
Education,ChatGPT,53.88,4419,2023
Education,Midjourney,29.46,2258,2024
Manufacturing,Midjourney,82.06,5423,2023
Finance,Midjourney,33.81,5657,2024
Agriculture,Midjourney,75.62,1904,2024
Manufacturing,Stable Diffusion,39.35,4464,2023
Healthcare,Midjourney,89.07,9107,2024
Technology,Midjourney,79.08,2957,2024
Finance,Stable Diffusion,3.93,9493,2024
Manufacturing,Midjourney,93.92,5942,2023
Education,Midjourney,99.24,4319,2024
Retail,Midjourney,8.21,3984,2023
Agriculture,ChatGPT,45.68,1907,2024
Education,Midjourney,98.84,8865,2024
Finance,Midjourney,16.58,9469,2024
Retail,Bard,25.62,2467,2024
Education,Stable Diffusion,86.41,5758,2024
Finance,ChatGPT,67.24,4466,2024
Manufacturing,ChatGPT,23.39,6654,2023
Retail,ChatGPT,20.22,6044,2024
Agriculture,Midjourney,93.61,8552,2024
Agriculture,Stable Diffusion,50.31,652,2023
Education,ChatGPT,74.25,4896,2023
Technology,Claude,6.43,6143,2024
Technology,ChatGPT,36.89,2936,2024
Transportation,ChatGPT,90.43,5886,2024
Finance,Stable Diffusion,14.23,3241,2023
Agriculture,Midjourney,8.09,3023,2024
Manufacturing,ChatGPT,83.4,3459,2024
Technology,Midjourney,90.19,2850,2024
Transportation,ChatGPT,1.49,9790,2024
Manufacturing,Claude,49.18,613,2024
Technology,Bard,31.88,6926,2024
Healthcare,ChatGPT,53.47,5224,2024
Agriculture,Bard,59.86,1521,2024
Healthcare,ChatGPT,67.75,5827,2023
Transportation,Stable Diffusion,0.59,8138,2024
Technology,Midjourney,94.36,9786,2024
Agriculture,Midjourney,11.84,4934,2024
Retail,Midjourney,59.17,3328,2024
